Peak, Elev-M , Prom-M ,Country,State/Prov,County,Range,Url
Castel Aie,2480.4,220.2,Italy,Trentino-Alto Adige/Lombardy,Trento,Dolomites,https://www.peakbagger.com/peak.aspx?pid=195587
Alpenspitz,2479,239,Italy,Trentino-Alto Adige,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=45188
Cima dei Lasteri,2457.8,294,Italy,Trentino-Alto Adige/Veneto,Trento,Brenta-Adamello-Garda Group,https://www.peakbagger.com/peak.aspx?pid=195620
Sasso del Signore,2447,253,Italy,Trentino-Alto Adige,Bolzano,Dolomites,https://www.peakbagger.com/peak.aspx?pid=76822
Monte Fregasoga,2446.9,230.8,Italy,Trentino-Alto Adige/Veneto,Trento,Dolomites,https://www.peakbagger.com/peak.aspx?pid=195856
Monte Pascolo,2436,246,Italy,Trentino-Alto Adige,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=46932
Monte dei Masi,2434,225,Italy,Trentino-Alto Adige,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=142389
Schliverai Spitz,2431.4,220.2,Italy,Trentino-Alto Adige,Trento,Dolomites,https://www.peakbagger.com/peak.aspx?pid=195863
Costaccia,2428.9,226,Italy,Trentino-Alto Adige,Trento,Brenta-Adamello-Garda Group,https://www.peakbagger.com/peak.aspx?pid=197839
Cima di Silves,2422,263,Italy,Trentino-Alto Adige,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=125880
Monte Catino,2422,294,Italy,Trentino-Alto Adige,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=46555
Punta Santner,2413,258,Italy,Trentino-Alto Adige,Bolzano,Dolomites,https://www.peakbagger.com/peak.aspx?pid=127145
Monte Gronlait,2382,231.6,Italy,Trentino-Alto Adige,Trento,Dolomites,https://www.peakbagger.com/peak.aspx?pid=46604
Monte Serla,2378,279,Italy,Trentino-Alto Adige,Bolzano,Dolomites,https://www.peakbagger.com/peak.aspx?pid=45738
Monte Pic,2363,200,Italy,Trentino-Alto Adige,Bolzano,Dolomites,https://www.peakbagger.com/peak.aspx?pid=105872
Monte Agnello,2361,243,Italy,Trentino-Alto Adige,Trento,Dolomites,https://www.peakbagger.com/peak.aspx?pid=110151
Monte Agnello,2358.4,240.2,Italy,Trentino-Alto Adige,Trento,Dolomites,https://www.peakbagger.com/peak.aspx?pid=202441
Monte Pagano,2348,268,Italy,Trentino-Alto Adige,Brescia,Ortles,https://www.peakbagger.com/peak.aspx?pid=125324
Grubenkopf,2336.7,232.6,Italy/Austria,Trentino-Alto Adige/Tirol,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=94155
Monte Peller,2319.9,215.3,Italy,Trentino-Alto Adige,Trento,Brenta-Adamello-Garda Group,https://www.peakbagger.com/peak.aspx?pid=154520
Col Rotondo dei Canopi,2204,218,Italy,Trentino-Alto Adige,Bolzano,Dolomites,https://www.peakbagger.com/peak.aspx?pid=126035
Cingolo Rosso,2181.9,239.9,Italy,Trentino-Alto Adige,Trento,Brenta-Adamello-Garda Group,https://www.peakbagger.com/peak.aspx?pid=195828
La Roda,2169.4,222.8,Italy,Trentino-Alto Adige,Trento,Brenta-Adamello-Garda Group,https://www.peakbagger.com/peak.aspx?pid=195961
Piz del Palughet,2165.5,204.3,Italy,Trentino-Alto Adige,Trento,Dolomites,https://www.peakbagger.com/peak.aspx?pid=161932
Dosso della Torta,2156.4,282,Italy,Trentino-Alto Adige,Trento,Brenta-Adamello-Garda Group,https://www.peakbagger.com/peak.aspx?pid=89661
Col Santino,2123.9,222.4,Italy,Trentino-Alto Adige,Trento,Dolomites,https://www.peakbagger.com/peak.aspx?pid=195600
Piz Ridl,2108,228,Italy,Trentino-Alto Adige,Bolzano,Dolomites,https://www.peakbagger.com/peak.aspx?pid=100784
Doss del Sabion,2099.5,263,Italy,Trentino-Alto Adige,Trento,Brenta-Adamello-Garda Group,https://www.peakbagger.com/peak.aspx?pid=100302
Monte Sella,2053,237,Italy,Trentino-Alto Adige,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=125939
Cima Manderiolo,2049.2,270.4,Italy,Trentino-Alto Adige/Veneto,Trento,Dolomites,https://www.peakbagger.com/peak.aspx?pid=195838
Monte Plische,1992.7,216.1,Italy,Trentino-Alto Adige/Veneto,Vicenza,Dolomites,https://www.peakbagger.com/peak.aspx?pid=195830
Monte Corno,1966,222.3,Italy,Trentino-Alto Adige/Veneto,Trento,Brenta-Adamello-Garda Group,https://www.peakbagger.com/peak.aspx?pid=195619
Cëndles,1963,238,Italy,Trentino-Alto Adige/Veneto,Bolzano,Dolomites,https://www.peakbagger.com/peak.aspx?pid=195858
Palon,1916.2,233.4,Italy,Trentino-Alto Adige,Trento,Brenta-Adamello-Garda Group,https://www.peakbagger.com/peak.aspx?pid=195608
Cornetto dei Fienili,1881,261,Italy,Trentino-Alto Adige,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=126044
Coston dei Laghi,1873.4,258,Italy,Veneto/Trentino-Alto Adige,Vicenza,Dolomites,https://www.peakbagger.com/peak.aspx?pid=195840
Monte Laures,1834.7,218.7,Italy,Trentino-Alto Adige,Bolzano,Ortles,https://www.peakbagger.com/peak.aspx?pid=125347
Corno di Tres,1812,214,Italy,Trentino-Alto Adige,Trento,Ortles,https://www.peakbagger.com/peak.aspx?pid=125131
Monte Sparavieri,1797.3,219.5,Italy,Trentino-Alto Adige/Veneto,Trento,Dolomites,https://www.peakbagger.com/peak.aspx?pid=195844
Cima Pubregn,1776.1,200.4,Italy,Trentino-Alto Adige/Veneto,Trento,Brenta-Adamello-Garda Group,https://www.peakbagger.com/peak.aspx?pid=195593
Montalto di Nova,1756,250,Italy,Trentino-Alto Adige,Bolzano,Dolomites,https://www.peakbagger.com/peak.aspx?pid=125978
Monte Penegal Nord,1742.4,248.7,Italy,Trentino-Alto Adige,Trento,Ortles,https://www.peakbagger.com/peak.aspx?pid=202291
Monte Cucal,1703.6,272.1,Italy,Trentino-Alto Adige,Trento,Dolomites,https://www.peakbagger.com/peak.aspx?pid=130514
Monte Cingla,1669.1,276.5,Italy,Lombardy/Trentino-Alto Adige,Trento/Brescia,Brenta-Adamello-Garda Group,https://www.peakbagger.com/peak.aspx?pid=45661
Monte Vignola,1607,293.2,Italy,Trentino-Alto Adige,Trento,Brenta-Adamello-Garda Group,https://www.peakbagger.com/peak.aspx?pid=178454
Colle dei Meneghini,1601.1,211,Italy,Trentino-Alto Adige,Trento,Dolomites,https://www.peakbagger.com/peak.aspx?pid=196095
Monte Vederna,1584.1,258.1,Italy,Trentino-Alto Adige,Trento,Dolomites,https://www.peakbagger.com/peak.aspx?pid=45707
Granzoline,1549.5,206,Italy,Trentino-Alto Adige,Trento,Brenta-Adamello-Garda Group,https://www.peakbagger.com/peak.aspx?pid=202433
Monte Cimon,1526.7,278.2,Italy,Trentino-Alto Adige,Trento,Dolomites,https://www.peakbagger.com/peak.aspx?pid=195599
La Madrutta,1507,248,Italy,Trentino-Alto Adige,Bolzano,Dolomites,https://www.peakbagger.com/peak.aspx?pid=131911
Monte Traversole,1444.6,209.6,Italy,Lombardy/Trentino-Alto Adige,Trento/Brescia,Brenta-Adamello-Garda Group,https://www.peakbagger.com/peak.aspx?pid=45692
Peak 1443,1443.1,218.1,Italy,Trentino-Alto Adige,Trento,Dolomites,https://www.peakbagger.com/peak.aspx?pid=196019
Monte Picosta,1426.5,262.5,Italy,Trentino-Alto Adige/Lombardy,Trento,Dolomites,https://www.peakbagger.com/peak.aspx?pid=195583
Monte Melino,1421.9,259.8,Italy,Trentino-Alto Adige,Trento,Brenta-Adamello-Garda Group,https://www.peakbagger.com/peak.aspx?pid=197834
Monte Colle,1300,200,Italy,Trentino-Alto Adige,Bolzano,Dolomites,https://www.peakbagger.com/peak.aspx?pid=130516
Monte Corona,1036,226,Italy,Trentino-Alto Adige,Trento,Dolomites,https://www.peakbagger.com/peak.aspx?pid=131918
Celva,999.4,267.8,Italy,Trentino-Alto Adige,Trento,Dolomites,https://www.peakbagger.com/peak.aspx?pid=202442
Monte Garzolet,970,249.2,Italy,Trentino-Alto Adige,Trento,Brenta-Adamello-Garda Group,https://www.peakbagger.com/peak.aspx?pid=95324
Monte Tombio,854.8,214,Italy,Trentino-Alto Adige,Trento,Brenta-Adamello-Garda Group,https://www.peakbagger.com/peak.aspx?pid=202435
Monte Brusone,823.9,239.7,Italy,Trentino-Alto Adige,Trento,Brenta-Adamello-Garda Group,https://www.peakbagger.com/peak.aspx?pid=202440
Monte Soprasasso,809.6,219.7,Italy,Trentino-Alto Adige,Trento,Brenta-Adamello-Garda Group,https://www.peakbagger.com/peak.aspx?pid=202437
Monte Mezzana,750.7,235.1,Italy,Trentino-Alto Adige,Trento,Brenta-Adamello-Garda Group,https://www.peakbagger.com/peak.aspx?pid=202439
Monte di Mezzo,690,284,Italy,Trentino-Alto Adige,Bolzano,Ortles,https://www.peakbagger.com/peak.aspx?pid=125258
Denti di Cavallo,609,229,Italy,Trentino-Alto Adige,Bolzano,Ortles,https://www.peakbagger.com/peak.aspx?pid=125259
Monte Brione,375.2,296.4,Italy,Trentino-Alto Adige,Trento,Brenta-Adamello-Garda Group,https://www.peakbagger.com/peak.aspx?pid=62325
Monte Zebrù,3735,200,Italy,Lombardy/Trentino-Alto Adige,Sondrio/Bolzano,Ortles,https://www.peakbagger.com/peak.aspx?pid=45184
Langtauferer Spitze,3527.1,173.3,Austria/Italy,Tirol/Trentino-Alto Adige,,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=121756
Angelo Grande,3521,184,Italy,Trentino-Alto Adige,Bolzano,Ortles,https://www.peakbagger.com/peak.aspx?pid=49082
Cima Barba d'Orso di Fuori,3471,169,Italy,Trentino-Alto Adige,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=127313
Karlesspitze,3462.6,192.9,Austria/Italy,Tirol/Trentino-Alto Adige,Imst,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=106043
Punta dello Scudo,3461,173,Italy,Trentino-Alto Adige,Bolzano,Ortles,https://www.peakbagger.com/peak.aspx?pid=125419
Turnerkamp,3417.3,198,Italy/Austria,Trentino-Alto Adige/Tirol,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=94144
Corno di Cavento,3407.5,186.3,Italy,Trentino-Alto Adige,Trento,Brenta-Adamello-Garda Group,https://www.peakbagger.com/peak.aspx?pid=131849
Tschenglser Hochwand,3375,200,Italy,Trentino-Alto Adige,Bolzano,Ortles,https://www.peakbagger.com/peak.aspx?pid=39361
Hintere Schöntaufspitze,3325,178,Italy,Trentino-Alto Adige,Bolzano,Ortles,https://www.peakbagger.com/peak.aspx?pid=47323
Granatenkogel,3317.2,175.5,Austria/Italy,Tirol/Trentino-Alto Adige,,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=121753
Cima Pozzo,3300,161,Italy,Trentino-Alto Adige,Bolzano,Ortles,https://www.peakbagger.com/peak.aspx?pid=125426
Monte Cercen,3282.9,164.9,Italy,Trentino-Alto Adige,Trento,Brenta-Adamello-Garda Group,https://www.peakbagger.com/peak.aspx?pid=197830
Cima d'Amola,3271.1,194.4,Italy,Trentino-Alto Adige/Veneto,Trento,Brenta-Adamello-Garda Group,https://www.peakbagger.com/peak.aspx?pid=195596
Cima Scarpacò,3254.8,175.6,Italy,Trentino-Alto Adige,Trento,Brenta-Adamello-Garda Group,https://www.peakbagger.com/peak.aspx?pid=197850
Cima Fiammante,3228,187,Italy,Trentino-Alto Adige,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=125839
Wollbachspitze,3210,160.1,Austria/Italy,Tirol/Trentino-Alto Adige,Schwaz,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=119147
Lobbia Alta,3195.9,183.7,Italy,Trentino-Alto Adige,Trento,Brenta-Adamello-Garda Group,https://www.peakbagger.com/peak.aspx?pid=92234
Westliche Floitenspitze,3195.4,177.5,Italy/Austria,Trentino-Alto Adige/Tirol,Schwaz,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=94139
Cima Ponte Vecchio,3180.2,179.4,Italy,Trentino-Alto Adige,Trento,Ortles,https://www.peakbagger.com/peak.aspx?pid=125241
Cima Dentrovalle,3148,198,Italy,Trentino-Alto Adige,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=127309
Cima Tedesca,3139,171,Italy,Trentino-Alto Adige,Bolzano,Ortles,https://www.peakbagger.com/peak.aspx?pid=125413
Affentalspitze,3082.1,165.7,Austria/Italy,Tirol/Trentino-Alto Adige,Lienz,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=122870
Crozzon di Folgorida,3081.7,180.6,Italy,Trentino-Alto Adige,Trento,Brenta-Adamello-Garda Group,https://www.peakbagger.com/peak.aspx?pid=197833
Peillöcherspitze,3064.1,180,Austria/Italy,Tirol/Trentino-Alto Adige,,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=121760
Picco Palù,3059,164,Italy,Trentino-Alto Adige,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=126058
Lavarella,3055,170,Italy,Trentino-Alto Adige,Bolzano,Dolomites,https://www.peakbagger.com/peak.aspx?pid=10122
Monte Popera,3046,166,Italy,Trentino-Alto Adige/Veneto,Bolzano/Belluno,Dolomites,https://www.peakbagger.com/peak.aspx?pid=48982
Weißwandspitze,3016,183.8,Italy/Austria,Trentino-Alto Adige/Tirol,Bolzano/Innsbruck-Land,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=45273
Furkelspitze,3004.4,199.2,Italy/Switzerland,Trentino-Alto Adige/Graubünden,Bolzano/Inn,Rhaetian Alps,https://www.peakbagger.com/peak.aspx?pid=45217
Sasso di Valfreida,2999.9,172,Italy,Trentino-Alto Adige/Veneto,Trento/Belluno,Dolomites,https://www.peakbagger.com/peak.aspx?pid=45230
Tschigat,2999,191,Italy,Trentino-Alto Adige,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=118882
Sass dai Ciamorces,2998.5,164.9,Italy,Trentino-Alto Adige,Trento,Dolomites,https://www.peakbagger.com/peak.aspx?pid=45743
Großer Schafkopf,2998.4,193.9,Austria/Italy,Tirol/Trentino-Alto Adige,Landeck,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=114957
Punta delle Cinque Dita,2998,168,Italy,Trentino-Alto Adige,Bolzano,Dolomites,https://www.peakbagger.com/peak.aspx?pid=45202
Cima della Vista,2988,180,Italy,Trentino-Alto Adige,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=125962
Cima Pisciadù,2985,169,Italy,Trentino-Alto Adige,Bolzano,Dolomites,https://www.peakbagger.com/peak.aspx?pid=95838
Plamorder Spitze,2981.7,184.8,Austria/Italy,Tirol/Trentino-Alto Adige,,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=114956
Cima di Vallon,2969.6,175.1,Italy,Trentino-Alto Adige,Trento,Brenta-Adamello-Garda Group,https://www.peakbagger.com/peak.aspx?pid=195623
Croda Jenne,2962,163,Italy,Trentino-Alto Adige,Bolzano,Ortles,https://www.peakbagger.com/peak.aspx?pid=125415
Campanile di Brenta,2937,166.3,Italy,Trentino-Alto Adige,Trento,Brenta-Adamello-Garda Group,https://www.peakbagger.com/peak.aspx?pid=221672
Piz Minschuns,2935.1,194.2,Italy/Switzerland,Trentino-Alto Adige/Graubünden,Bolzano/Inn,Rhaetian Alps,https://www.peakbagger.com/peak.aspx?pid=45216
Cima del Gatto,2912,162,Italy,Trentino-Alto Adige,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=126060
Piz Duleda,2909,183,Italy,Trentino-Alto Adige,Bolzano,Dolomites,https://www.peakbagger.com/peak.aspx?pid=45750
Croda del Cirmei,2899.5,168.7,Italy,Trentino-Alto Adige,Trento/Bolzano,Dolomites,https://www.peakbagger.com/peak.aspx?pid=46938
Griankopf,2896.2,179.7,Switzerland/Italy,Graubünden/Trentino-Alto Adige,Inn,Rhaetian Alps,https://www.peakbagger.com/peak.aspx?pid=124082
Cima di Valbona,2888.8,177.6,Italy,Trentino-Alto Adige,Trento,Brenta-Adamello-Garda Group,https://www.peakbagger.com/peak.aspx?pid=197848
Sextenspitz,2870,192,Italy,Trentino-Alto Adige,Bolzano,Dolomites,https://www.peakbagger.com/peak.aspx?pid=126047
Peak 2864,2863.7,162.1,Italy,Trentino-Alto Adige,Trento,Ortles,https://www.peakbagger.com/peak.aspx?pid=125247
Schwarzerspitz,2862,164,Italy,Trentino-Alto Adige,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=126062
Cima Felbes,2849,177,Italy,Trentino-Alto Adige,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=125955
Cima Bulla Sud,2846,181,Italy,Trentino-Alto Adige,Bolzano,Dolomites,https://www.peakbagger.com/peak.aspx?pid=46592
Gürtelwand,2836,168,Italy,Trentino-Alto Adige,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=45323
Rinnerspitze,2824,174,Italy,Trentino-Alto Adige,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=45321
Cima Sforcella,2810,180,Italy,Trentino-Alto Adige,Bolzano,Dolomites,https://www.peakbagger.com/peak.aspx?pid=45759
Zermaidspitze,2798,179,Italy,Trentino-Alto Adige,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=45283
Gran Cront,2781.8,192.7,Italy,Trentino-Alto Adige,Trento,Dolomites,https://www.peakbagger.com/peak.aspx?pid=46947
Dosso di Dentro,2771.9,184.3,Italy,Trentino-Alto Adige,Bolzano,Rhaetian Alps,https://www.peakbagger.com/peak.aspx?pid=125824
Piz Chavalatsch,2762.7,171,Switzerland/Italy,Graubünden/Trentino-Alto Adige,,Ortles,https://www.peakbagger.com/peak.aspx?pid=124124
Cima della Rosetta,2743,171.2,Italy,Trentino-Alto Adige,Trento,Dolomites,https://www.peakbagger.com/peak.aspx?pid=45246
Hochkreuzspitze,2740.6,198.9,Austria/Italy,Tirol/Trentino-Alto Adige,,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=121973
Cime Vani Alti,2739.6,165.1,Italy,Trentino-Alto Adige,Trento,Dolomites,https://www.peakbagger.com/peak.aspx?pid=202420
Eidechsspitz,2738,186,Italy,Trentino-Alto Adige,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=76849
Monte Domenar,2718,169,Italy,Trentino-Alto Adige,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=125964
Wetterspitze,2709,198,Italy,Trentino-Alto Adige,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=45343
Peak 2708,2708.3,174.5,Italy,Trentino-Alto Adige,Trento,Brenta-Adamello-Garda Group,https://www.peakbagger.com/peak.aspx?pid=197838
Cima di Ceremana,2699.1,168.6,Italy,Trentino-Alto Adige/Lombardy,Trento,Dolomites,https://www.peakbagger.com/peak.aspx?pid=195586
Cima Una,2698,176,Italy,Trentino-Alto Adige,Bolzano,Dolomites,https://www.peakbagger.com/peak.aspx?pid=45732
Cima Valon,2680.5,170,Italy,Trentino-Alto Adige,Trento,Dolomites,https://www.peakbagger.com/peak.aspx?pid=202423
Col Ombert,2670.8,174.8,Italy,Trentino-Alto Adige,Trento,Dolomites,https://www.peakbagger.com/peak.aspx?pid=45224
Monte Stipa,2663,195,Italy,Trentino-Alto Adige,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=125950
Antoniusspitze,2655,189,Italy,Trentino-Alto Adige,Bolzano,Dolomites,https://www.peakbagger.com/peak.aspx?pid=95498
Cima del Lago,2654,168,Italy,Trentino-Alto Adige/Veneto,Bolzano,Dolomites,https://www.peakbagger.com/peak.aspx?pid=195860
Monte di Corzes,2652,167,Italy,Trentino-Alto Adige,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=125481
Cima Belvedere,2646.2,173.6,Italy,Trentino-Alto Adige,Trento,Dolomites,https://www.peakbagger.com/peak.aspx?pid=45240
Cima della Capra,2641,178,Italy,Trentino-Alto Adige,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=125960
Croda della Porta,2640,199,Italy,Trentino-Alto Adige,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=125956
Spronser Rötelspitze,2625,181,Italy,Trentino-Alto Adige,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=118881
Monte del Gelo,2622.4,194.1,Italy,Trentino-Alto Adige,Trento/Brescia,Brenta-Adamello-Garda Group,https://www.peakbagger.com/peak.aspx?pid=45787
Körlspitz,2611.8,171.9,Austria/Italy,Tirol/Trentino-Alto Adige,Lienz,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=122866
Ochsenfelder,2609,196,Italy,Trentino-Alto Adige,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=133696
Naturnser Hochwart,2608,180,Italy,Trentino-Alto Adige,Bolzano,Ortles,https://www.peakbagger.com/peak.aspx?pid=118875
Colbricon Ovest,2605.4,177.8,Italy,Trentino-Alto Adige,Trento,Dolomites,https://www.peakbagger.com/peak.aspx?pid=154265
Grande Cir,2592,164,Italy,Trentino-Alto Adige,Bolzano,Dolomites,https://www.peakbagger.com/peak.aspx?pid=28987
Ötsch,2592,172,Italy,Trentino-Alto Adige,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=45189
Cima delle Mandrie,2583.8,187.1,Italy,Trentino-Alto Adige,Trento,Ortles,https://www.peakbagger.com/peak.aspx?pid=125238
Sasso delle Lede,2583.8,162.2,Italy,Trentino-Alto Adige,Trento,Dolomites,https://www.peakbagger.com/peak.aspx?pid=202418
Pala di Popera,2582,182,Italy,Trentino-Alto Adige/Veneto,Belluno,Dolomites,https://www.peakbagger.com/peak.aspx?pid=126052
Cimone di Pra Secco,2575.7,198.4,Italy,Trentino-Alto Adige,Trento,Brenta-Adamello-Garda Group,https://www.peakbagger.com/peak.aspx?pid=195633
Cima Sulz,2572,192,Italy,Trentino-Alto Adige,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=125830
Cima Vallaccia,2566,171,Italy,Trentino-Alto Adige,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=125972
Col del Cuc,2564.2,189.9,Italy,Trentino-Alto Adige,Trento,Dolomites,https://www.peakbagger.com/peak.aspx?pid=202429
Monte della Chiesa,2553,167,Italy,Trentino-Alto Adige,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=126043
Ringelstein,2551,180,Italy,Trentino-Alto Adige,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=125949
Marchkinkele,2544.6,168,Italy/Austria,Trentino-Alto Adige/Tirol,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=206828
La Crepa Neigra,2535.5,191.5,Italy,Trentino-Alto Adige,Trento,Dolomites,https://www.peakbagger.com/peak.aspx?pid=47145
Cusiglio,2506.7,173,Italy,Trentino-Alto Adige,Trento,Dolomites,https://www.peakbagger.com/peak.aspx?pid=202424
Col Rodella,2485.5,173,Italy,Trentino-Alto Adige,Trento,Dolomites,https://www.peakbagger.com/peak.aspx?pid=45221
Krippeskofel,2485,175,Italy,Trentino-Alto Adige/Lombardy,Bolzano,Dolomites,https://www.peakbagger.com/peak.aspx?pid=195816
Cima di Val Maggiore,2479.1,175.5,Italy,Trentino-Alto Adige,Trento,Dolomites,https://www.peakbagger.com/peak.aspx?pid=202425
Cardinal,2471.1,177.1,Italy,Trentino-Alto Adige,Trento,Dolomites,https://www.peakbagger.com/peak.aspx?pid=196114
Cima Orsera,2469.5,167.1,Italy,Trentino-Alto Adige/Lombardy,Trento,Dolomites,https://www.peakbagger.com/peak.aspx?pid=195818
Pizzo Gallino,2442.3,183.3,Italy,Trentino-Alto Adige,Trento,Brenta-Adamello-Garda Group,https://www.peakbagger.com/peak.aspx?pid=196012
Cima Folga,2436.6,174.2,Italy,Trentino-Alto Adige,Trento,Dolomites,https://www.peakbagger.com/peak.aspx?pid=196116
Montalon,2435.2,183.1,Italy,Trentino-Alto Adige,Trento,Dolomites,https://www.peakbagger.com/peak.aspx?pid=195847
